NumWebPurchases,Income,Recency,NumWebVisitsMonth,cluster_kmeans
9,69263.0,14,6,1
11,65706.0,77,7,1
6,60934.0,41,4,1
6,71965.0,21,3,2
9,65210.0,25,6,1
5,79174.0,2,2,2
4,81380.0,51,2,2
7,52914.0,32,7,1
3,38946.0,84,5,0
3,26067.0,49,8,0
8,44325.0,69,8,1
1,42523.0,96,2,2
2,26487.0,23,5,0
1,53233.0,18,4,0
7,67716.0,8,5,1
8,76234.0,21,3,1
7,84117.0,60,2,2
3,65487.0,48,2,2
1,25224.0,36,3,0
7,89616.0,36,2,2
1,40851.0,63,7,0
0,27469.0,2,6,0
7,82347.0,38,3,2
9,73803.0,61,6,1
3,8820.0,52,8,0
3,43322.0,25,7,0
6,55593.0,63,6,1
5,50501.0,10,6,1
3,37085.0,65,8,0
2,16185.0,71,8,0
8,57731.0,0,6,1
5,73807.0,88,2,2
1,18929.0,15,6,0
3,35893.0,80,8,0
9,61014.0,17,7,1
2,32144.0,76,7,0
1,14918.0,52,6,0
1,45146.0,28,4,0
8,41769.0,31,8,1
6,88325.0,42,2,2
2,38054.0,24,7,0
4,80617.0,42,2,2
1,5305.0,12,13,0
1,36807.0,88,6,0
2,28427.0,67,8,0
4,82032.0,54,1,2
1,22775.0,40,8,0
6,40101.0,73,7,1
3,58025.0,81,4,2
3,75777.0,12,1,2
3,7500.0,7,7,0
2,33562.0,33,4,0
7,57642.0,24,4,1
8,58554.0,55,7,1
11,63777.0,87,8,1
4,57967.0,39,5,2
2,24434.0,9,7,0
3,11012.0,82,9,0
9,44802.0,71,8,1
0,26816.0,50,4,0
3,666666.0,23,6,2
1,34421.0,81,7,0
9,61223.0,46,5,1
8,64014.0,56,7,1
2,56981.0,91,6,0
6,69245.0,8,3,2
3,52869.0,40,7,0
