Kidhome,MntWines,Marital_Status,NumWebPurchases,Recency,Response,Income,NumCatalogPurchases,cluster_em,cluster_em_probability
0,181,Partner,3,19,0,57100.0,3,1,0.9999999997261919
1,151,Partner,4,10,0,58917.0,1,0,0.9999999999982894
0,494,Single,3,94,0,85072.0,4,1,0.9999999999627835
0,464,Single,7,10,1,86429.0,4,1,0.9999999999794209
1,5,Single,1,37,0,45684.0,0,2,0.9938925921536251
1,29,Partner,2,94,0,47889.0,0,2,0.9967626377567603
0,102,Partner,2,23,0,45921.0,1,1,0.9999977548742477
0,604,Single,3,75,0,78420.0,10,1,0.9999999999996687
0,571,Partner,3,40,0,75114.0,10,1,0.9999999999992184
0,953,Single,10,24,1,52278.0,5,1,0.9999999999934879
1,63,Partner,3,11,1,35641.0,1,2,0.8972808666157565
0,770,Single,7,29,1,95529.0,3,1,0.9999999999166302
0,398,Partner,3,51,0,62820.0,4,1,0.9999999998652944
0,741,Partner,3,86,0,73113.0,4,1,0.9999999999525704
0,1478,Partner,7,9,1,84169.0,6,1,0.9999999999992397
0,156,Single,3,30,0,42607.0,2,1,0.9999999991335962
0,960,Single,6,73,0,74637.0,9,1,0.9999999999991092
1,38,Partner,1,25,0,46015.0,0,2,0.9973462140025612
0,315,Single,2,67,0,72354.0,10,1,0.9999999999996501
1,15,Single,2,67,1,39858.0,0,2,0.9977708034671013
1,19,Partner,1,58,0,34469.0,1,2,0.9980220738855363
1,812,Partner,11,82,0,83033.0,4,0,1.0
0,73,Partner,6,98,0,24401.0,1,1,0.9999688602871816
0,372,Partner,4,93,0,77583.0,5,1,0.9999999999868034
0,871,Single,4,53,0,74116.0,4,1,0.9999999999554179
0,375,Single,5,66,0,74293.0,4,1,0.999999999963884
0,760,Partner,6,6,0,68397.0,9,1,0.9999999999965388
0,471,Partner,6,42,0,79632.0,4,1,0.9999999999673621
1,31,Single,1,78,0,46107.0,1,2,0.9941750676531979
0,819,Single,11,29,0,64950.0,2,1,0.9999999999919478
1,1,Partner,1,82,0,25443.0,0,2,0.9996618682330506
0,203,Single,2,92,0,75127.0,11,1,0.9999999999999805
1,26,Partner,3,78,0,32892.0,0,2,0.9964734071935148
0,354,Partner,9,54,0,71796.0,3,1,0.9999999999843485
0,1253,Partner,11,45,0,67536.0,5,1,0.9999999999993667
0,371,Single,7,59,0,55239.0,5,1,0.9999999999652354
1,588,Single,8,8,0,60554.0,4,0,1.0
1,480,Single,6,51,0,64831.0,3,0,1.0
0,517,Partner,7,51,0,56067.0,4,1,0.9999999999437144
0,267,Single,3,76,1,82025.0,2,1,0.9999999998561009
0,1111,Partner,5,62,1,94384.0,8,1,0.9999999999991473
0,7,Single,2,86,0,14906.0,1,2,0.9957388778381577
0,1166,Partner,4,60,0,51563.0,4,1,0.9999999999904201
0,261,Partner,4,56,0,57937.0,4,1,0.9999999998868874
1,135,Single,4,83,0,68274.0,2,0,0.9999999899170406
1,6,Partner,2,92,0,39771.0,0,2,0.9949183959213024
0,711,Single,3,31,0,67893.0,2,1,0.999999999813082
1,11,Partner,2,80,0,27922.0,0,2,0.9994260568494383
1,42,Partner,2,39,0,52190.0,1,2,0.9802018340094094
1,79,Single,3,20,1,44051.0,1,0,0.6417872013291653
2,20,Single,3,53,0,42767.0,1,2,0.9999999950538934
1,30,Partner,1,84,0,46106.0,1,2,0.9944442913002464
1,20,Partner,3,50,0,16927.0,0,2,0.9975427381882365
0,115,Partner,5,96,1,59754.0,2,1,0.9999999948593938
0,263,Single,5,94,0,53700.0,5,1,0.99999999995556
1,69,Partner,2,25,0,59041.0,0,2,0.8506854091656041
0,267,Single,5,48,0,54237.0,2,1,0.9999999997904951
0,561,Single,4,65,0,70647.0,7,1,0.9999999999898068
0,492,Single,6,69,0,52597.0,3,1,0.9999999998975402
1,14,Partner,2,12,1,41021.0,0,2,0.996514636350155
0,80,Partner,2,84,0,40233.0,1,1,0.9971324448548676
1,97,Partner,3,47,0,50183.0,1,0,0.9937104917909002
0,197,Partner,5,87,0,54753.0,2,1,0.9999999998783382
0,693,Partner,6,35,1,92955.0,7,1,0.9999999999979048
1,43,Partner,3,47,0,33471.0,0,2,0.9917605532126673
1,14,Partner,1,48,1,34596.0,0,2,0.9994720921680179
1,186,Partner,10,46,0,44010.0,2,0,1.0
0,434,Partner,3,27,0,84219.0,4,1,0.9999999999366107
2,59,Partner,3,37,0,40706.0,0,2,0.9999999954443188
1,16,Partner,3,8,0,15716.0,0,2,0.9975257948667099
0,230,Single,7,29,0,59052.0,1,1,0.9999999998895435
0,829,Partner,4,85,0,80573.0,6,1,0.9999999999908109
0,318,Partner,2,2,0,83715.0,8,1,0.999999999998832
0,1206,Partner,2,66,0,82576.0,4,1,0.9999999999890221
2,292,Partner,6,60,0,56962.0,3,0,1.0
1,30,Partner,2,54,0,35704.0,0,2,0.9988875532033462
0,729,Partner,10,70,0,53103.0,6,1,0.9999999999939657
1,12,Single,0,55,0,46779.0,1,2,0.9716347154698456
0,2,Single,0,20,0,4861.0,0,2,0.9977303812547648
1,22,Single,2,78,0,33462.0,0,2,0.9992662872346493
0,587,Single,11,63,0,63693.0,6,1,0.9999999999982858
0,674,Partner,5,17,1,80763.0,11,1,0.9999999999998881
0,284,Partner,4,43,0,65352.0,2,1,0.9999999997965441
0,1023,Partner,5,13,0,82170.0,6,1,0.9999999999898508
0,1394,Partner,9,46,1,75759.0,7,1,0.9999999999996643
0,311,Single,4,65,0,79689.0,9,1,0.9999999999997939
1,27,Single,2,1,0,35340.0,0,2,0.9990395364663703
0,1296,Single,2,6,1,85683.0,4,1,0.9999999999886722
1,3,Partner,0,32,0,24884.0,0,2,0.9993582049911964
1,393,Partner,10,34,0,42021.0,1,0,1.0
1,218,Single,5,70,0,64449.0,3,0,1.0
1,66,Single,1,49,0,64587.0,1,2,0.6310538292406092
0,4,Single,1,65,0,34824.0,0,2,0.9676503217178111
0,795,Partner,8,25,0,75437.0,4,1,0.9999999999799467
1,15,Partner,2,84,0,26091.0,1,2,0.998915320060797
1,384,Partner,8,7,0,52845.0,8,0,1.0
0,244,Single,3,34,0,46086.0,1,1,0.9999999993288653
0,158,Single,6,38,1,78028.0,4,1,0.9999999999885247
0,1285,Single,4,1,1,95169.0,3,1,0.9999999999695959
1,349,Partner,8,25,1,56337.0,5,0,1.0
1,4,Partner,2,25,0,22434.0,0,2,0.9993588820882441
0,223,Partner,5,50,0,36930.0,2,1,0.9999999994432467
0,157,Single,3,46,1,36130.0,8,1,0.9999999993447481
0,397,Partner,6,96,0,65569.0,5,1,0.9999999999848201
0,901,Partner,4,57,0,83844.0,4,1,0.9999999999584102
1,14,Partner,3,47,0,19514.0,1,2,0.9957985878442082
1,10,Single,1,52,0,36736.0,0,2,0.9992733099766608
0,1230,Partner,10,30,0,77568.0,2,1,0.999999999996299
0,81,Partner,1,63,0,49187.0,1,1,0.9993783831680239
1,154,Single,6,51,0,30168.0,1,0,1.0
0,63,Partner,3,14,0,34053.0,0,1,0.8714386941443553
1,30,Partner,2,20,0,38196.0,0,2,0.9987041628575691
0,90,Partner,4,56,0,59412.0,2,1,0.9999965136845254
0,635,Partner,6,41,0,70924.0,6,1,0.9999999999848637
0,127,Partner,2,72,0,54165.0,1,1,0.9999999995685336
1,13,Partner,1,1,0,32300.0,0,2,0.999591307771003
0,18,Single,2,27,0,20180.0,1,2,0.9934172129252684
1,45,Partner,3,77,0,34961.0,1,2,0.9914644099898123
1,38,Partner,2,87,0,28440.0,0,2,0.9974932546837229
1,986,Partner,11,81,1,64504.0,3,0,1.0
0,61,Partner,1,51,0,33564.0,1,1,0.9177551150904648
1,4,Partner,2,79,0,17345.0,1,2,0.9989451469998376
0,201,Partner,5,11,0,56320.0,4,1,0.9999999998897353
1,19,Single,2,54,1,28647.0,2,2,0.8345376793873036
1,4,Single,2,93,0,15038.0,1,2,0.9991712975138195
0,18,Single,1,0,0,32173.0,0,2,0.9913168351248695
0,806,Partner,10,54,0,68316.0,7,1,0.9999999999984848
0,380,Partner,8,21,1,74538.0,8,1,0.9999999999995222
0,576,Single,8,58,1,91700.0,6,1,0.9999999999979803
0,458,Partner,4,3,0,68695.0,4,1,0.999999999892744
1,5,Partner,1,99,0,31056.0,0,2,0.9995950596899698
0,350,Partner,5,70,0,79593.0,6,1,0.9999999999955618
0,39,Single,5,65,0,28071.0,1,1,0.9894371030708694
1,26,Partner,3,44,0,37334.0,0,2,0.9928799337051575
1,68,Single,2,6,0,46423.0,0,2,0.849794371675267
1,45,Partner,1,9,1,37126.0,2,0,0.6172895659398268
0,359,Partner,6,95,0,47703.0,3,1,0.9999999999032738
0,403,Partner,5,70,0,61180.0,5,1,0.999999999956688
1,34,Partner,2,92,0,38998.0,0,2,0.9986615420682545
0,73,Single,0,62,0,8028.0,1,1,0.9999999617193723
0,292,Partner,4,85,0,76081.0,5,1,0.9999999999875824
1,14,Partner,1,2,1,34728.0,1,2,0.997456270284038
0,80,Single,2,0,0,33168.0,1,1,0.9979415045407184
0,30,Partner,2,91,0,33585.0,0,2,0.9558697242609884
0,463,Partner,7,3,0,77037.0,7,1,0.9999999999976321
1,75,Partner,6,68,1,35196.0,1,0,0.9981197167139247
0,538,Partner,6,98,0,44529.0,2,1,0.9999999999163203
0,635,Partner,6,41,0,70924.0,6,1,0.9999999999848637
1,8,Partner,1,16,0,28764.0,0,2,0.9996324200710971
0,1315,Partner,7,82,0,69098.0,8,1,0.9999999999995186
1,4,Single,1,1,1,25959.0,2,2,0.6635368013608567
1,12,Partner,1,64,0,27100.0,0,2,0.9996378057790355
0,347,Single,3,68,0,70596.0,5,1,0.9999999999657936
0,192,Partner,6,98,0,42557.0,1,1,0.9999999998645199
0,241,Partner,5,32,0,53312.0,1,1,0.9999999997186184
0,631,Single,6,87,0,72228.0,7,1,0.9999999999960574
0,336,Partner,2,84,0,67605.0,8,1,0.9999999999957492
1,1099,Partner,3,3,0,62845.0,4,0,1.0
0,743,Partner,7,34,0,65196.0,6,1,0.9999999999842362
0,124,Single,5,23,1,42000.0,2,1,0.9999999994562101
1,15,Single,1,37,0,35860.0,1,2,0.9973029973437268
0,397,Partner,4,22,0,65526.0,4,1,0.9999999998889191
1,10,Partner,1,19,0,16860.0,1,2,0.9987010077580268
0,530,Single,4,7,1,83528.0,10,1,0.9999999999998037
0,1215,Single,8,52,0,64176.0,9,1,0.9999999999992486
0,3,Single,1,91,0,22304.0,0,2,0.9956932557229128
0,444,Partner,3,93,0,67023.0,7,1,0.9999999999904388
1,26,Partner,3,78,0,32892.0,0,2,0.9964734071935148
0,736,Partner,5,23,0,70713.0,6,1,0.9999999999757723
0,473,Partner,9,83,0,59925.0,2,1,0.9999999999740146
0,32,Partner,2,92,0,39722.0,0,2,0.9019282389507366
0,288,Partner,6,4,0,46610.0,1,1,0.9999999997337916
0,1050,Partner,4,32,0,88347.0,7,1,0.9999999999956541
0,1001,Partner,6,27,0,87171.0,7,1,0.9999999999967226
1,9,Partner,1,10,0,26907.0,0,2,0.9996711404762361
1,234,Single,4,9,0,50014.0,1,0,1.0
1,7,Partner,1,65,0,41014.0,0,2,0.9983241454047217
0,251,Single,4,68,0,66294.0,3,1,0.9999999999073319
1,172,Partner,7,16,1,36715.0,2,0,1.0
0,565,Partner,5,12,1,79456.0,6,1,0.9999999999868661
1,5,Partner,0,95,0,40479.0,0,2,0.9983074464919238
0,918,Single,5,16,1,75345.0,8,1,0.9999999999954685
0,652,Partner,11,46,0,54233.0,6,1,0.9999999999958797
1,4,Single,1,3,0,24163.0,0,2,0.9996991189662041
0,152,Partner,9,80,1,84460.0,9,1,0.9999999999999964
1,8,Partner,1,77,0,43776.0,0,2,0.9975345087136467
0,336,Single,4,0,1,71691.0,7,1,0.9999999999916644
0,938,Partner,6,62,0,85844.0,6,1,0.999999999993749
1,68,Single,2,91,0,39190.0,1,2,0.7710977551794898
0,227,Partner,4,24,0,71367.0,5,1,0.9999999999755307
1,38,Single,3,2,0,38578.0,0,2,0.9925160811149816
1,105,Partner,2,22,0,57236.0,1,0,0.9997589042643478
0,162,Single,4,56,0,61825.0,2,1,0.9999999998346629
0,574,Single,4,54,0,79803.0,3,1,0.9999999998867461
0,160,Single,3,71,0,80910.0,3,1,0.9999999999521405
1,6,Partner,1,38,0,27590.0,0,2,0.9996310934281465
0,614,Partner,5,62,0,56775.0,8,1,0.9999999999799654
0,897,Single,4,78,1,83829.0,7,1,0.9999999999961267
0,70,Partner,4,18,0,54210.0,1,1,0.9981582181349882
1,120,Partner,7,95,0,38508.0,2,0,0.9999999991237303
1,211,Partner,4,66,0,53187.0,1,0,1.0
1,11,Partner,2,28,0,30023.0,0,2,0.9991574037975723
0,760,Single,4,78,0,76045.0,5,1,0.9999999999755773
0,53,Partner,2,13,0,50870.0,0,1,0.5577218883478587
0,7,Partner,2,27,0,15315.0,0,2,0.9972985408907108
1,391,Partner,6,17,0,65463.0,2,0,1.0
1,199,Partner,4,71,0,66480.0,1,0,1.0
0,516,Single,2,79,0,76773.0,2,1,0.999999999796346
0,709,Single,8,1,1,81698.0,2,1,0.9999999999318501
1,12,Single,1,78,0,54466.0,0,2,0.9795515758213446
0,1000,Single,4,23,0,98777.0,6,1,0.9999999999896101
1,19,Single,3,75,0,16269.0,0,2,0.9978937208975692
0,1224,Partner,3,70,0,71819.0,3,1,0.9999999999923057
1,16,Partner,1,10,1,33569.0,1,2,0.9978862089613351
0,88,Partner,3,24,1,36262.0,5,1,0.9999999986160653
0,2,Partner,2,47,0,22634.0,1,2,0.9743547970609996
0,508,Partner,11,98,0,47025.0,1,1,0.9999999999917542
0,381,Single,6,4,0,70566.0,5,1,0.999999999977037
1,74,Partner,2,15,0,31605.0,1,0,0.8881186054346866
1,146,Single,4,67,0,52034.0,2,0,0.9999999999989271
1,23,Single,2,32,0,48526.0,1,2,0.9683319038540606
0,110,Partner,6,40,0,46734.0,1,1,0.9999999915607032
1,165,Single,6,54,1,39552.0,2,0,1.0
1,957,Single,5,78,0,86358.0,3,0,1.0
2,41,Partner,1,94,0,46931.0,1,2,0.9999999991165529
0,1,Single,0,51,0,16581.0,0,2,0.9970162496448955
0,176,Single,7,42,1,63998.0,6,1,0.9999999999951017
0,815,Partner,2,67,0,67381.0,2,1,0.999999999901048
1,6,Single,1,87,0,25930.0,0,2,0.9996962218811144
1,8,Partner,1,29,0,42693.0,0,2,0.9977899883328044
0,717,Partner,6,89,0,85606.0,7,1,0.9999999999981517
0,1067,Single,7,74,1,72903.0,5,1,0.9999999999941851
1,166,Partner,5,97,0,49669.0,1,0,1.0
1,29,Partner,3,63,0,36778.0,0,2,0.9945532001061276
0,714,Single,4,88,1,85696.0,6,1,0.9999999999923812
0,8,Single,3,34,0,10979.0,0,2,0.9863991809275886
0,229,Partner,6,81,0,49678.0,2,1,0.9999999998800533
0,320,Partner,6,65,0,56129.0,2,1,0.9999999998801963
1,23,Partner,2,51,0,37155.0,0,2,0.9988882121130338
1,1,Single,2,76,0,21282.0,1,2,0.9981167607297886
0,56,Single,2,76,0,33419.0,0,1,0.6044322226187518
0,508,Single,6,84,0,63285.0,5,1,0.9999999999754534
1,29,Partner,2,56,0,21255.0,1,2,0.9979596599446338
1,46,Partner,3,31,1,42162.0,1,2,0.9807311061932646
1,454,Partner,9,0,0,54450.0,2,0,1.0
0,350,Partner,9,91,0,57744.0,1,1,0.9999999999692735
1,10,Single,1,40,1,26576.0,0,2,0.9996495980861778
0,735,Single,9,59,0,57513.0,3,1,0.9999999999813549
0,897,Partner,10,96,0,68142.0,4,1,0.9999999999962386
0,5,Partner,1,61,0,7500.0,0,2,0.998632767202459
0,777,Partner,5,14,1,83145.0,9,1,0.9999999999990559
0,162,Partner,1,16,0,54197.0,3,1,0.9999999994536752
1,35,Single,2,98,0,23091.0,1,2,0.997433082281202
1,342,Partner,5,11,1,46049.0,2,0,1.0
0,258,Partner,7,52,0,56715.0,3,1,0.9999999999404459
0,658,Partner,3,19,0,79410.0,2,1,0.9999999997388072
0,356,Partner,7,61,0,57304.0,6,1,0.9999999999833431
0,213,Partner,4,73,0,44375.0,1,1,0.9999999996367461
1,454,Partner,9,0,0,54450.0,2,0,1.0
0,457,Partner,8,74,0,59594.0,1,1,0.9999999999425899
0,241,Partner,6,55,0,80685.0,4,1,0.9999999999862954
0,210,Partner,4,48,0,40344.0,1,1,0.999999999410301
0,441,Partner,4,53,0,62710.0,2,1,0.9999999997866373
0,19,Partner,1,13,0,48985.0,1,1,0.671454988292548
1,28,Partner,2,34,0,35322.0,0,2,0.998962083451182
0,476,Partner,4,54,0,77142.0,4,1,0.9999999999423839
0,364,Single,3,69,0,81657.0,4,1,0.9999999999580513
0,0,Partner,1,81,0,14421.0,0,2,0.9982846488426176
0,0,Partner,1,99,0,20130.0,0,2,0.9962957423936158
0,863,Partner,8,3,0,74214.0,2,1,0.9999999999615152
1,349,Partner,8,61,0,66726.0,2,0,1.0
1,5,Partner,2,65,0,23724.0,0,2,0.9994064034552314
0,184,Partner,2,93,0,47353.0,2,1,0.9999999996416777
1,8,Partner,1,24,0,33444.0,0,2,0.999453181948194
0,277,Partner,3,8,0,54386.0,2,1,0.9999999995032143
1,44,Single,2,72,0,28510.0,0,2,0.9928015421223673
0,1156,Single,3,29,0,90638.0,4,1,0.9999999999729949
0,373,Partner,8,33,0,48070.0,2,1,0.9999999999134777
0,134,Partner,4,68,0,43140.0,1,1,0.9999999995910174
0,1148,Single,9,55,1,54959.0,5,1,0.9999999999972164
1,6,Single,2,76,0,15056.0,2,2,0.902691304097843
1,4,Single,1,17,0,26954.0,0,2,0.9996366042989402
1,5,Single,1,94,0,22327.0,0,2,0.9997301351137923
1,24,Partner,1,86,0,44393.0,0,2,0.9988035031926152
0,899,Single,6,25,0,62000.0,6,1,0.9999999999777307
0,108,Partner,3,22,0,31497.0,1,1,0.999999962001186
0,27,Partner,1,15,0,45894.0,0,2,0.9114304726616931
0,816,Single,5,35,1,78579.0,6,1,0.99999999998583
0,1298,Single,7,81,1,67369.0,4,1,0.9999999999983737
0,10,Single,1,55,0,58401.0,2,1,0.9999968121001787
0,87,Single,4,94,0,62307.0,0,1,0.9999024443684946
1,57,Partner,2,50,0,43641.0,1,2,0.9724913836062077
0,635,Single,9,64,0,63841.0,3,1,0.9999999999797402
0,43,Partner,2,91,0,46891.0,1,2,0.5279967121494478
1,964,Partner,5,11,0,70091.0,2,0,1.0
0,572,Partner,3,72,0,78075.0,5,1,0.9999999999693414
0,341,Single,6,6,0,59184.0,6,1,0.9999999999683924
1,63,Partner,2,0,0,54809.0,1,2,0.9181333471816996
0,221,Partner,9,66,0,58113.0,2,1,0.9999999999754792
0,140,Partner,3,42,0,51412.0,2,1,0.9999999995855258
1,1,Single,1,60,1,15287.0,1,2,0.9989428423874268
0,291,Partner,3,64,0,66636.0,4,1,0.9999999999224123
0,544,Partner,10,87,0,50965.0,4,1,0.9999999999890115
0,684,Partner,6,96,0,84618.0,9,1,0.999999999999801
0,1,Partner,2,1,0,18351.0,0,2,0.9953500672082864
0,35,Partner,1,54,0,40451.0,1,2,0.8453231361591331
0,87,Partner,3,53,0,36317.0,0,1,0.9998661696265453
0,309,Partner,5,96,0,42213.0,1,1,0.9999999998104201
0,172,Partner,2,58,0,65748.0,4,1,0.999999999920365
0,625,Partner,7,12,0,77044.0,11,1,0.9999999999999254
0,972,Partner,5,78,0,74918.0,9,1,0.9999999999989582
1,157,Partner,4,64,0,56721.0,1,0,0.999999999999984
1,48,Single,2,26,1,42160.0,1,2,0.9902682005386353
0,279,Single,4,8,0,61559.0,2,1,0.9999999997299902
1,132,Partner,3,49,0,33629.0,1,0,0.9999999999995044
0,919,Partner,4,56,0,68682.0,9,1,0.9999999999963922
0,62,Single,2,55,0,34377.0,2,1,0.9896156439691265
1,1,Single,3,25,0,8940.0,1,2,0.9934309811739259
1,2,Partner,1,50,0,26228.0,0,2,0.9996210410649152
0,408,Single,5,84,0,77297.0,7,1,0.9999999999978666
1,51,Partner,2,30,0,40211.0,1,2,0.9868931967504099
1,62,Single,2,81,0,33438.0,1,2,0.8697297473809673
0,952,Partner,5,74,0,75032.0,4,1,0.9999999999775273
0,618,Single,11,76,0,61284.0,2,1,0.9999999999911511
1,11,Partner,2,36,1,22518.0,1,2,0.9985983800865004
0,318,Partner,4,64,0,54730.0,1,1,0.9999999997150391
1,56,Partner,3,62,0,38452.0,0,2,0.9650061343643072
1,110,Single,5,53,0,44421.0,0,0,0.9999982479728704
1,23,Partner,1,86,0,38197.0,0,2,0.9992981100990095
0,27,Single,3,15,0,41986.0,0,1,0.6327378841038747
1,18,Partner,2,67,0,28427.0,0,2,0.9994261646317364
1,18,Partner,1,47,0,37395.0,0,2,0.9993467642108891
1,303,Partner,8,47,0,64722.0,2,0,1.0
0,97,Partner,2,81,0,55249.0,1,1,0.9999642090892148
0,997,Partner,5,98,0,84906.0,6,1,0.9999999999956248
1,5,Partner,1,56,0,28691.0,0,2,0.9995989673757871
1,95,Single,2,48,0,44213.0,1,0,0.9991074405985501
1,1,Single,1,18,0,25707.0,0,2,0.9996236429954823
2,46,Partner,2,74,0,59062.0,0,2,0.9999999988816075
0,411,Single,5,68,0,76624.0,10,1,0.999999999999881
0,244,Partner,1,36,0,66000.0,3,1,0.9999999997621147
1,152,Partner,6,90,0,27683.0,2,0,1.0
0,1,Single,0,65,0,1730.0,0,2,0.9955155813782602
1,10,Single,3,63,0,7500.0,2,2,0.8187143331454202
1,12,Partner,0,82,0,40521.0,1,2,0.9906856679363717
1,5,Partner,1,63,0,20427.0,0,2,0.9996943231386022
0,790,Partner,8,55,0,65106.0,3,1,0.9999999999749538
0,882,Partner,4,64,1,69969.0,2,1,0.9999999999341025
0,615,Partner,6,51,0,67433.0,5,1,0.9999999999699769
0,1004,Partner,11,97,1,77766.0,10,1,0.9999999999999769
0,133,Partner,7,92,0,74716.0,3,1,0.9999999999882023
0,595,Single,8,51,0,68118.0,9,1,0.9999999999992326
1,293,Partner,7,72,1,55158.0,2,0,1.0
0,313,Partner,7,39,1,62972.0,4,1,0.9999999999671236
0,151,Partner,4,49,0,74190.0,2,1,0.9999999998883098
1,15,Partner,1,21,0,39356.0,0,2,0.9991917596554747
0,736,Partner,4,91,0,76653.0,7,1,0.999999999995052
1,15,Single,1,37,0,35860.0,1,2,0.9973029973437268
0,982,Single,6,98,1,90687.0,2,1,0.9999999999315321
0,1142,Partner,7,85,0,73450.0,8,1,0.9999999999991971
1,28,Partner,2,40,0,31454.0,0,2,0.9990844713112719
1,46,Single,2,2,1,47139.0,1,2,0.9883039963047215
0,897,Single,4,78,1,83829.0,7,1,0.9999999999961267
1,489,Partner,9,41,1,53378.0,4,0,1.0
1,25,Partner,2,94,0,19656.0,1,2,0.9988045145024057
0,145,Partner,4,10,0,45579.0,1,1,0.9999999994229061
0,630,Single,6,73,0,85485.0,6,1,0.9999999999948086
0,760,Partner,7,22,0,55956.0,3,1,0.9999999999461089
0,420,Single,5,30,0,64191.0,3,1,0.9999999998687286
1,125,Single,5,21,1,38808.0,1,0,0.9999999939139776
1,464,Partner,9,51,0,57183.0,1,0,1.0
1,6,Single,2,97,0,23748.0,1,2,0.9987533646767582
0,1090,Partner,3,56,0,66303.0,4,1,0.999999999981795
1,3,Partner,1,4,0,37368.0,0,2,0.9986878817036702
1,24,Partner,3,77,0,40800.0,0,2,0.9886415405676169
0,737,Single,6,95,0,71847.0,7,1,0.9999999999961924
0,254,Partner,5,36,0,46149.0,1,1,0.9999999996487174
0,817,Partner,4,13,1,78687.0,6,1,0.9999999999796172
0,620,Single,9,90,1,49118.0,7,1,0.9999999999915641
1,13,Partner,1,49,0,37633.0,0,2,0.9992813528286059
0,113,Partner,7,18,0,39767.0,1,1,0.9999999997548548
0,7,Partner,4,89,0,26997.0,2,1,0.9996587780253045
1,16,Single,1,43,0,33986.0,0,2,0.9994916199578315
0,462,Partner,9,82,1,57091.0,2,1,0.9999999999730296
1,22,Partner,1,84,0,46831.0,2,0,0.6571039318968852
0,968,Partner,5,80,1,83151.0,7,1,0.9999999999970637
0,283,Partner,7,68,0,52531.0,2,1,0.9999999999144022
0,1,Partner,1,12,0,15759.0,0,2,0.9988972063657142
1,14,Single,2,75,0,22804.0,0,2,0.9995443953105977
1,30,Partner,2,10,0,43050.0,0,2,0.9979952421396461
1,4,Single,1,91,0,42997.0,0,2,0.99696876166916
1,52,Single,1,21,0,48918.0,0,2,0.9841370715955248
0,62,Partner,2,28,0,60033.0,1,1,0.9632798546132401
1,20,Partner,2,97,0,34043.0,0,2,0.99932222490412
0,545,Partner,7,49,0,57811.0,2,1,0.9999999999180713
0,558,Partner,4,14,1,78569.0,6,1,0.9999999999818008
1,6,Single,2,5,0,7500.0,1,2,0.9984799731560255
1,39,Partner,1,37,0,157733.0,0,0,1.0
0,1111,Partner,5,62,1,94384.0,8,1,0.9999999999991473
0,4,Partner,2,83,0,23148.0,0,2,0.9875629570213198
1,183,Single,5,48,0,44267.0,2,0,1.0
0,546,Partner,5,94,0,71626.0,5,1,0.9999999999811497
0,606,Partner,10,61,0,60894.0,3,1,0.999999999986648
1,266,Partner,7,70,0,50200.0,1,0,1.0
0,1142,Partner,5,43,0,81051.0,5,1,0.9999999999903286
0,1074,Partner,10,23,1,65169.0,4,1,0.9999999999964588
0,771,Partner,11,37,0,59868.0,2,1,0.9999999999919345
0,371,Partner,5,50,0,65695.0,4,1,0.9999999999365272
0,556,Single,7,78,0,64857.0,5,1,0.9999999999827236
0,202,Partner,6,74,0,45143.0,1,1,0.9999999998275872
0,209,Partner,4,14,0,74805.0,7,1,0.9999999999970735
1,35,Partner,3,77,0,59060.0,1,2,0.501412765776061
1,37,Single,3,39,0,27238.0,0,2,0.994544299926992
0,171,Partner,3,89,0,47009.0,2,1,0.9999999996896527
1,12,Partner,1,62,0,46094.0,0,2,0.997149571018067
1,44,Partner,3,59,0,40321.0,0,2,0.9900161991571736
1,20,Partner,1,68,0,37235.0,1,2,0.9976154098038739
0,779,Partner,5,13,0,81843.0,9,1,0.9999999999989164
0,170,Partner,6,37,0,46692.0,1,1,0.9999999997757074
0,491,Partner,5,36,0,77382.0,7,1,0.9999999999952318
2,173,Single,7,28,1,37774.0,2,0,0.9999999999999964
1,7,Partner,3,2,0,18393.0,0,2,0.9966396242689893
0,1205,Partner,6,17,0,72828.0,3,1,0.9999999999901616
0,10,Partner,3,86,0,24711.0,0,2,0.8835888949336687
1,97,Partner,3,54,0,45503.0,1,0,0.9970188887158891
0,67,Single,1,2,0,6560.0,0,1,0.9999919424433881
0,345,Partner,8,3,1,71604.0,3,1,0.9999999999717728
1,6,Partner,2,84,0,27244.0,2,2,0.721515728489524
1,73,Partner,6,8,1,48752.0,1,0,0.999618224642124
0,711,Partner,7,4,0,71434.0,4,1,0.9999999999642366
0,774,Single,4,57,0,90842.0,9,1,0.9999999999995817
1,163,Partner,6,24,1,88097.0,5,0,1.0
0,82,Partner,5,51,0,51948.0,2,1,0.999998246381714
0,358,Partner,2,29,0,71853.0,8,1,0.999999999994488
0,66,Partner,3,13,0,35876.0,1,1,0.8603036399112904
0,13,Single,1,23,0,40049.0,0,2,0.9555241768243115
1,139,Single,7,36,1,39660.0,1,0,0.999999999999539
0,274,Partner,5,88,0,50127.0,1,1,0.9999999998239
0,262,Partner,5,2,0,43263.0,2,1,0.9999999994993347
1,1099,Partner,3,3,1,62845.0,4,0,1.0
0,32,Partner,1,15,0,18929.0,0,2,0.9725489666151979
1,2,Single,1,58,0,24367.0,0,2,0.9996642230318428
1,6,Single,2,11,0,33249.0,1,2,0.9896831031870259
0,6,Partner,1,27,0,26887.0,0,2,0.9950828720282707
0,135,Partner,5,32,0,50150.0,2,1,0.9999999997512612
0,641,Partner,10,12,0,62061.0,4,1,0.9999999999884084
