MntWines,Income,Kidhome,Marital_Status,cluster_kmeans
159,57107.0,0,Single,2
32,18929.0,0,Partner,2
23,36038.0,1,Single,1
18,20180.0,0,Single,2
15,34230.0,1,Partner,1
23,31878.0,0,Single,2
200,70932.0,0,Partner,2
1324,91249.0,0,Single,0
1193,77598.0,0,Single,0
505,80982.0,1,Single,0
2,22701.0,1,Partner,1
1103,55212.0,0,Partner,0
353,70617.0,0,Partner,2
652,64849.0,0,Single,0
379,62694.0,1,Partner,1
46,61917.0,1,Partner,1
162,67472.0,0,Partner,2
8,21059.0,1,Partner,1
17,29543.0,2,Partner,1
340,75903.0,0,Partner,2
8,34984.0,1,Partner,1
154,54998.0,0,Single,2
710,54356.0,0,Single,0
8,34242.0,0,Partner,2
2,25410.0,1,Partner,1
1050,73356.0,0,Partner,0
19,28320.0,0,Partner,2
22,23763.0,1,Single,1
274,72570.0,0,Partner,2
68,34529.0,1,Partner,1
344,70792.0,0,Single,2
145,63211.0,0,Partner,2
217,83891.0,0,Partner,2
18,36065.0,1,Single,1
69,39898.0,0,Partner,2
144,51141.0,0,Single,2
256,56939.0,0,Partner,2
483,80872.0,0,Single,0
1285,72335.0,0,Partner,0
338,61798.0,0,Single,2
605,76842.0,0,Single,0
8,29478.0,1,Partner,1
172,46998.0,0,Single,2
448,96843.0,0,Single,0
67,56551.0,1,Single,1
512,70053.0,0,Partner,0
1462,71670.0,0,Single,0
20,44359.0,1,Partner,1
50,40887.0,1,Single,1
102,48877.0,0,Single,2
499,74485.0,0,Partner,0
381,64474.0,0,Partner,2
631,77226.0,0,Partner,0
526,72643.0,0,Single,0
913,85738.0,0,Partner,0
673,55686.0,0,Single,0
23,39062.0,1,Single,1
199,34600.0,1,Partner,1
261,40794.0,0,Partner,2
111,54690.0,1,Partner,1
16,4428.0,0,Partner,2
63,32632.0,0,Partner,2
58,38236.0,1,Single,1
29,36781.0,1,Partner,1
3,31385.0,1,Single,1
28,24570.0,1,Partner,1
40,25509.0,1,Single,1
879,94642.0,0,Partner,0
62,58646.0,0,Partner,2
280,53201.0,1,Single,1
9,21994.0,0,Partner,2
182,57113.0,1,Partner,1
83,51373.0,0,Partner,2
38,23477.0,1,Partner,1
228,58116.0,0,Partner,2
1092,72968.0,0,Single,0
85,39791.0,0,Partner,2
1276,91712.0,0,Single,0
1017,94472.0,0,Single,0
6,13672.0,1,Partner,1
448,96547.0,0,Partner,0
504,79205.0,0,Partner,0
226,56559.0,0,Partner,2
239,32644.0,1,Partner,1
90,67506.0,0,Single,2
7,24206.0,1,Single,1
4,28420.0,1,Single,1
16,22979.0,1,Partner,1
10,33279.0,0,Single,2
68,46423.0,1,Single,1
35,30368.0,0,Partner,2
575,63684.0,0,Partner,0
315,41638.0,0,Single,2
182,68805.0,0,Single,2
561,65814.0,0,Partner,0
587,71964.0,0,Single,0
94,39146.0,1,Single,1
908,96876.0,0,Partner,0
228,34445.0,0,Partner,2
995,68281.0,0,Single,0
11,37284.0,1,Partner,1
3,36790.0,0,Partner,2
12,27943.0,1,Partner,1
17,22263.0,1,Single,1
8,30261.0,1,Partner,1
22,28587.0,1,Partner,1
14,43815.0,1,Partner,1
106,48195.0,1,Partner,1
820,77027.0,0,Partner,0
753,71322.0,0,Partner,0
13,32765.0,1,Partner,1
9,29672.0,1,Partner,1
19,23272.0,0,Single,2
520,49912.0,0,Partner,2
5,7500.0,1,Partner,1
618,68117.0,0,Single,0
315,67225.0,0,Partner,2
15,17649.0,1,Partner,1
384,55914.0,0,Partner,2
110,40059.0,1,Partner,1
208,60905.0,0,Partner,2
555,75330.0,1,Partner,0
240,60689.0,0,Single,2
11,38680.0,1,Partner,1
848,61416.0,0,Partner,0
202,49767.0,0,Single,2
433,83273.0,1,Single,0
6,29009.0,1,Partner,1
37,45057.0,1,Partner,1
167,37150.0,1,Partner,1
45,43020.0,1,Single,1
129,53154.0,0,Partner,2
713,65308.0,0,Partner,0
676,76467.0,1,Single,0
450,81044.0,0,Partner,0
22,32871.0,1,Partner,1
367,55801.0,1,Single,1
526,76320.0,0,Single,0
51,36927.0,1,Single,1
25,48794.0,1,Partner,1
28,23478.0,0,Single,2
958,71128.0,1,Single,0
532,70179.0,0,Single,0
724,59462.0,0,Partner,0
39,38361.0,1,Partner,1
587,70038.0,0,Partner,0
29,42554.0,1,Partner,1
757,67445.0,0,Partner,0
544,67046.0,0,Single,0
40,42192.0,0,Partner,2
1245,77610.0,0,Partner,0
19,31761.0,1,Partner,1
16,34350.0,1,Partner,1
376,54591.0,0,Partner,2
184,71866.0,0,Partner,2
15,25293.0,1,Partner,1
124,42000.0,0,Single,2
627,69520.0,0,Partner,0
180,64713.0,1,Single,1
14,27889.0,1,Partner,1
3,22123.0,0,Single,2
8,27803.0,1,Partner,1
293,51651.0,0,Partner,2
758,68487.0,0,Partner,0
656,56796.0,0,Partner,0
196,87000.0,0,Partner,2
835,79823.0,0,Partner,0
16,30828.0,1,Single,1
9,34109.0,0,Partner,2
229,53367.0,1,Single,1
0,22390.0,0,Partner,2
121,71322.0,0,Partner,2
520,49912.0,0,Partner,2
26,48699.0,1,Partner,1
240,80144.0,0,Partner,2
178,54252.0,1,Single,1
1486,81929.0,1,Partner,0
1115,76068.0,0,Partner,0
29,53204.0,1,Partner,1
529,67911.0,0,Partner,0
13,14796.0,1,Partner,1
934,78128.0,0,Partner,0
2,14188.0,0,Partner,2
4,20425.0,1,Partner,1
62,58646.0,0,Partner,2
158,72967.0,0,Single,2
173,48150.0,0,Partner,2
830,82332.0,0,Single,0
189,58275.0,1,Single,1
728,44953.0,0,Partner,0
7,34587.0,1,Partner,1
35,43018.0,0,Partner,2
188,45736.0,0,Partner,2
742,66476.0,0,Partner,0
0,27733.0,1,Partner,1
750,69805.0,0,Partner,0
816,72217.0,0,Single,0
5,25818.0,1,Single,1
37,37509.0,1,Partner,1
4,25176.0,1,Partner,1
99,43586.0,0,Partner,2
176,53230.0,0,Partner,2
54,50116.0,1,Partner,1
997,84906.0,0,Partner,0
356,61286.0,0,Partner,2
1311,82333.0,0,Partner,0
890,65220.0,0,Partner,0
4,33590.0,2,Partner,1
17,30992.0,1,Single,1
960,72309.0,0,Single,0
2,156924.0,0,Partner,0
1,16005.0,1,Partner,1
301,58692.0,0,Partner,2
154,40590.0,1,Single,1
2,20587.0,1,Single,1
104,62637.0,0,Single,2
70,29435.0,1,Single,1
2,19346.0,1,Single,1
23,35788.0,1,Partner,1
43,36997.0,1,Single,1
4,23539.0,0,Partner,2
654,65333.0,0,Single,0
912,78499.0,0,Single,0
25,29732.0,1,Partner,1
24,41275.0,1,Partner,1
141,63516.0,1,Partner,1
71,42769.0,0,Partner,2
35,49572.0,1,Partner,1
496,69209.0,0,Partner,0
9,17148.0,1,Partner,1
154,40590.0,1,Single,1
9,30560.0,1,Partner,1
26,32146.0,1,Partner,1
77,41713.0,1,Single,1
11,34176.0,0,Partner,2
576,58482.0,0,Partner,0
89,59686.0,0,Single,2
1013,60896.0,0,Partner,0
224,62994.0,1,Partner,1
200,47320.0,0,Partner,2
570,74859.0,0,Single,0
1,15253.0,1,Single,1
62,31560.0,1,Single,1
531,72071.0,0,Single,0
162,91172.0,0,Single,2
675,90000.0,0,Partner,0
23,41967.0,1,Single,1
492,69263.0,0,Single,0
918,65706.0,0,Single,0
224,60934.0,0,Partner,2
572,71965.0,0,Partner,0
626,65210.0,0,Partner,0
1074,79174.0,0,Partner,0
741,81380.0,0,Single,0
254,52914.0,0,Partner,2
116,38946.0,0,Partner,2
22,26067.0,1,Partner,1
516,44325.0,0,Partner,2
14,42523.0,0,Partner,2
2,26487.0,1,Single,1
28,53233.0,0,Partner,2
530,67716.0,0,Partner,0
519,76234.0,0,Partner,0
611,84117.0,0,Partner,0
240,65487.0,0,Partner,2
4,25224.0,1,Partner,1
671,89616.0,0,Single,0
23,40851.0,1,Single,1
9,27469.0,0,Partner,2
556,82347.0,0,Partner,0
833,73803.0,0,Partner,0
12,8820.0,1,Single,1
56,43322.0,0,Single,2
293,55593.0,0,Partner,2
297,50501.0,1,Partner,1
39,37085.0,1,Partner,1
5,16185.0,1,Single,1
266,57731.0,0,Single,2
366,73807.0,0,Partner,2
32,18929.0,0,Partner,2
158,35893.0,1,Single,1
269,61014.0,0,Partner,2
41,32144.0,1,Partner,1
3,14918.0,0,Partner,2
33,45146.0,1,Single,1
302,41769.0,0,Single,2
519,88325.0,0,Partner,0
23,38054.0,1,Single,1
594,80617.0,0,Single,0
12,5305.0,0,Partner,2
4,36807.0,1,Partner,1
18,28427.0,1,Partner,1
332,82032.0,0,Single,0
5,22775.0,1,Partner,1
171,40101.0,1,Partner,1
270,58025.0,0,Partner,2
712,75777.0,0,Single,0
2,7500.0,1,Partner,1
21,33562.0,1,Partner,1
580,57642.0,0,Single,0
368,58554.0,1,Partner,1
457,63777.0,1,Partner,1
229,57967.0,0,Single,2
3,24434.0,2,Partner,1
24,11012.0,1,Single,1
853,44802.0,0,Single,0
5,26816.0,0,Single,2
9,666666.0,1,Partner,0
3,34421.0,1,Partner,1
709,61223.0,0,Partner,0
406,64014.0,2,Partner,1
908,56981.0,0,Single,0
428,69245.0,0,Partner,0
84,52869.0,1,Partner,1
